Source,Target,Weight,Type
IT,RQ,25,undirected
IT,RS,1839,undirected
IT,RW,56,undirected
IT,SA,193,undirected
IT,SF,994,undirected
IT,SG,224,undirected
IT,SI,152,undirected
IT,SL,34,undirected
IT,SM,24,undirected
IT,SN,402,undirected
IT,SO,239,undirected
IT,SP,4508,undirected
IT,SU,259,undirected
IT,SW,690,undirected
IT,SY,773,undirected
IT,SZ,5604,undirected
IT,TD,433,undirected
IT,TH,268,undirected
IT,TS,88,undirected
IT,TU,1582,undirected
IT,TW,119,undirected
IT,TZ,83,undirected
IT,UG,148,undirected
IT,UK,11946,undirected
IT,UP,735,undirected
IT,US,24035,undirected
IT,UY,77,undirected
IT,VE,537,undirected
IT,VM,186,undirected
IT,VT,104,undirected
IT,WA,19,undirected
IT,WE,25,undirected
IT,WS,24,undirected
IT,YM,61,undirected
IT,ZA,115,undirected
IT,ZI,38,undirected
IV,IZ,17,undirected
IV,KE,75,undirected
IV,LY,28,undirected
IV,ML,368,undirected
IV,MO,27,undirected
IV,MR,17,undirected
IV,NG,33,undirected
IV,NI,138,undirected
IV,NL,21,undirected
IV,OD,17,undirected
IV,RP,26,undirected
IV,RS,16,undirected
IV,SF,122,undirected
IV,SG,136,undirected
IV,SL,47,undirected
IV,SO,55,undirected
IV,SP,51,undirected
IV,SU,29,undirected
IV,SY,20,undirected
IV,SZ,16,undirected
IV,TO,26,undirected
IV,TU,55,undirected
IV,TZ,31,undirected
IV,UG,79,undirected
IV,UK,75,undirected
IV,US,210,undirected
IV,UV,342,undirected
IV,WA,36,undirected
IV,ZA,41,undirected
IV,ZI,18,undirected
IZ,JA,614,undirected
IZ,JE,16,undirected
IZ,JM,17,undirected
IZ,JO,309,undirected
IZ,KE,185,undirected
IZ,KN,502,undirected
IZ,KS,517,undirected
IZ,KU,493,undirected
IZ,KV,27,undirected
IZ,KZ,66,undirected
IZ,LE,386,undirected
IZ,LY,843,undirected
IZ,MK,72,undirected
IZ,MO,97,undirected
IZ,MR,148,undirected
IZ,MU,84,undirected
IZ,MX,330,undirected
IZ,MY,137,undirected
IZ,NG,21,undirected
IZ,NI,608,undirected
IZ,NL,129,undirected
IZ,NO,1337,undirected
IZ,NP,44,undirected
IZ,NZ,77,undirected
IZ,OD,21,undirected
IZ,OS,282,undirected
IZ,PE,38,undirected
IZ,PK,856,undirected
IZ,PL,311,undirected
IZ,PM,21,undirected
IZ,PO,116,undirected
IZ,QA,493,undirected
IZ,RB,18,undirected
IZ,RI,23,undirected
IZ,RO,106,undirected
IZ,RP,290,undirected
IZ,RS,2004,undirected
IZ,RW,20,undirected
IZ,SA,1953,undirected
IZ,SF,113,undirected
IZ,SG,36,undirected
IZ,SN,97,undirected
IZ,SO,204,undirected
IZ,SP,297,undirected
IZ,SU,185,undirected
IZ,SW,802,undirected
IZ,SY,8127,undirected
IZ,SZ,576,undirected
IZ,TH,126,undirected
IZ,TS,274,undirected
IZ,TU,2624,undirected
IZ,TW,293,undirected
IZ,TX,102,undirected
IZ,TZ,24,undirected
IZ,UG,71,undirected
IZ,UK,2450,undirected
IZ,UP,157,undirected
IZ,US,58613,undirected
IZ,UZ,24,undirected
IZ,VE,516,undirected
IZ,VM,539,undirected
IZ,VT,18,undirected
IZ,WE,98,undirected
IZ,WI,17,undirected
IZ,YM,443,undirected
IZ,ZI,32,undirected
JA,JE,41,undirected
JA,JM,92,undirected
JA,JO,367,undirected
JA,KE,433,undirected
JA,KG,52,undirected
JA,KN,2163,undirected
JA,KR,26,undirected
JA,KS,4211,undirected
JA,KU,163,undirected
JA,KZ,59,undirected
JA,LA,64,undirected
JA,LE,141,undirected
JA,LG,36,undirected
JA,LH,73,undirected
JA,LO,62,undirected
JA,LU,46,undirected
JA,LY,129,undirected
JA,MC,70,undirected
JA,MD,20,undirected
JA,MG,40,undirected
JA,MI,17,undirected
JA,MK,18,undirected
JA,ML,64,undirected
JA,MN,40,undirected
JA,MO,101,undirected
JA,MP,28,undirected
JA,MR,58,undirected
JA,MT,29,undirected
JA,MU,73,undirected
JA,MV,26,undirected
JA,MX,887,undirected
JA,MY,1596,undirected
JA,NG,23,undirected
JA,NI,408,undirected
JA,NL,673,undirected
JA,NO,229,undirected
JA,NP,236,undirected
JA,NU,34,undirected
JA,NZ,746,undirected
JA,OD,25,undirected
JA,OS,153,undirected
JA,PA,33,undirected
JA,PE,186,undirected
JA,PF,30,undirected
JA,PG,45,undirected
JA,PK,616,undirected
JA,PL,304,undirected
JA,PM,104,undirected
JA,PO,163,undirected
JA,PP,98,undirected
JA,QA,214,undirected
JA,RB,25,undirected
JA,RI,39,undirected
JA,RO,390,undirected
JA,RP,1535,undirected
JA,RQ,40,undirected
JA,RS,1861,undirected
JA,RW,30,undirected
JA,SA,480,undirected
JA,SF,873,undirected
JA,SG,40,undirected
JA,SL,19,undirected
JA,SN,2254,undirected
JA,SO,80,undirected
JA,SP,845,undirected
JA,ST,19,undirected
JA,SU,69,undirected
JA,SW,1100,undirected
JA,SY,484,undirected
JA,SZ,2414,undirected
JA,TD,28,undirected
JA,TH,874,undirected
JA,TN,24,undirected
JA,TS,109,undirected
JA,TU,554,undirected
JA,TW,1625,undirected
JA,TZ,56,undirected
JA,UG,198,undirected
JA,UK,6196,undirected
JA,UP,192,undirected
JA,US,40936,undirected
JA,UY,44,undirected
JA,UZ,25,undirected
JA,VE,205,undirected
JA,VM,1000,undirected
JA,WA,32,undirected
JA,WE,42,undirected
JA,YM,69,undirected
JA,ZA,24,undirected
JA,ZI,92,undirected
JE,KS,20,undirected
JE,KU,34,undirected
JE,MX,79,undirected
JE,PL,28,undirected
JE,PS,21,undirected
JE,RS,50,undirected
JE,SF,19,undirected
JE,SP,16,undirected
JE,SY,34,undirected
JE,SZ,42,undirected
JE,UK,437,undirected
JE,US,11567,undirected
JE,VM,36,undirected
JM,JO,29,undirected
JM,KE,22,undirected
JM,KS,30,undirected
JM,MO,19,undirected
JM,MR,25,undirected
JM,MX,123,undirected
JM,NI,91,undirected
JM,NL,52,undirected
JM,NZ,41,undirected
JM,PA,30,undirected
JM,PE,32,undirected
JM,PK,47,undirected
JM,PL,22,undirected
JM,PM,55,undirected
JM,PO,17,undirected
JM,QA,16,undirected
JM,RO,19,undirected
JM,RP,23,undirected
JM,RQ,16,undirected
JM,RS,43,undirected
JM,SF,149,undirected
JM,SP,152,undirected
JM,ST,29,undirected
JM,SZ,17,undirected
JM,TD,134,undirected
JM,TH,22,undirected
JM,TU,36,undirected
JM,UK,697,undirected
JM,US,4125,undirected
JM,UY,97,undirected
JM,VE,86,undirected
JM,WA,34,undirected
JO,KE,59,undirected
JO,KN,21,undirected
JO,KS,69,undirected
JO,KU,132,undirected
JO,LE,269,undirected
JO,LY,37,undirected
JO,ML,16,undirected
JO,MO,56,undirected
JO,MU,18,undirected
JO,MX,90,undirected
JO,MY,23,undirected
JO,NI,281,undirected
JO,NL,44,undirected
JO,NO,41,undirected
JO,NZ,50,undirected
JO,OS,18,undirected
JO,PA,16,undirected
JO,PE,25,undirected
JO,PK,141,undirected
JO,PL,77,undirected
JO,QA,71,undirected
JO,RO,31,undirected
JO,RP,73,undirected
JO,RQ,16,undirected
JO,RS,119,undirected
JO,SA,286,undirected
JO,SF,33,undirected
JO,SG,42,undirected
JO,SN,26,undirected
JO,SO,28,undirected
JO,SP,86,undirected
JO,SU,48,undirected
JO,SW,31,undirected
JO,SY,728,undirected
JO,SZ,334,undirected
JO,TH,28,undirected
JO,TI,25,undirected
JO,TS,16,undirected
JO,TU,243,undirected
JO,TZ,18,undirected
JO,UK,1482,undirected
JO,UP,72,undirected
JO,US,8399,undirected
JO,VE,45,undirected
JO,VM,22,undirected
JO,VT,20,undirected
JO,WA,16,undirected
JO,WE,25,undirected
JO,YM,36,undirected
KE,KN,535,undirected
KE,KS,1016,undirected
KE,LE,64,undirected
KE,LI,35,undirected
KE,LY,37,undirected
KE,MA,42,undirected
KE,MI,88,undirected
KE,ML,64,undirected
KE,MN,24,undirected
KE,MO,112,undirected
KE,MP,21,undirected
KE,MR,33,undirected
KE,MU,46,undirected
KE,MX,140,undirected
KE,MY,78,undirected
KE,MZ,85,undirected
KE,NG,51,undirected
KE,NI,511,undirected
KE,NL,129,undirected
KE,NO,43,undirected
KE,NP,20,undirected
KE,NZ,53,undirected
KE,OD,305,undirected
KE,OS,22,undirected
KE,PE,26,undirected
KE,PK,672,undirected
KE,PL,33,undirected
KE,PM,16,undirected
KE,PO,54,undirected
KE,QA,89,undirected
KE,RP,158,undirected
KE,RS,241,undirected
KE,RW,415,undirected
KE,SA,82,undirected
KE,SE,23,undirected
KE,SF,1222,undirected
KE,SG,73,undirected
KE,SL,36,undirected
KE,SN,49,undirected
KE,SO,3550,undirected
KE,SP,178,undirected
KE,SU,429,undirected
KE,SW,46,undirected
KE,SY,169,undirected
KE,SZ,150,undirected
KE,TH,45,undirected
KE,TS,25,undirected
KE,TU,509,undirected
KE,TW,18,undirected
KE,TZ,974,undirected
KE,UG,2705,undirected
KE,UK,1616,undirected
KE,UP,36,undirected
KE,US,4484,undirected
KE,VE,23,undirected
KE,VM,33,undirected
KE,WA,102,undirected
KE,WZ,47,undirected
KE,YM,36,undirected
KE,ZA,189,undirected
KE,ZI,394,undirected
KG,KZ,147,undirected
KG,MD,17,undirected
KG,MG,46,undirected
KG,MX,22,undirected
KG,PK,34,undirected
KG,RI,17,undirected
KG,RP,23,undirected
KG,RS,646,undirected
KG,SP,19,undirected
KG,SW,71,undirected
KG,SY,21,undirected
KG,TI,68,undirected
KG,TU,37,undirected
KG,TX,33,undirected
KG,UK,46,undirected
KG,UP,35,undirected
KG,US,153,undirected
KG,UZ,71,undirected
KG,VM,30,undirected
KN,KS,9448,undirected
KN,KU,29,undirected
KN,LE,20,undirected
KN,LY,80,undirected
KN,MC,50,undirected
KN,ML,32,undirected
KN,MO,22,undirected
KN,MR,183,undirected
KN,MX,126,undirected
KN,MY,207,undirected
KN,NI,237,undirected
KN,NL,127,undirected
KN,NO,84,undirected
KN,NZ,51,undirected
KN,OD,25,undirected
KN,OS,52,undirected
KN,PK,650,undirected
KN,PL,277,undirected
KN,PO,52,undirected
KN,QA,71,undirected
KN,RO,35,undirected
KN,RP,240,undirected
KN,RQ,17,undirected
KN,RS,811,undirected
KN,SA,96,undirected
KN,SF,847,undirected
KN,SL,17,undirected
KN,SN,108,undirected
KN,SO,80,undirected
KN,SP,110,undirected
KN,SU,33,undirected
KN,SW,188,undirected
KN,SY,339,undirected
KN,SZ,178,undirected
KN,TD,57,undirected
KN,TH,258,undirected
KN,TU,208,undirected
KN,TW,138,undirected
KN,UG,533,undirected
KN,UK,970,undirected
KN,UP,68,undirected
KN,US,12742,undirected
KN,UZ,156,undirected
KN,VE,73,undirected
KN,VM,152,undirected
KN,YM,53,undirected
KN,ZI,37,undirected
KR,PP,25,undirected
KR,TV,20,undirected
KR,UK,43,undirected
KR,US,542,undirected
KR,VM,80,undirected
KS,KU,213,undirected
KS,KZ,46,undirected
KS,LA,39,undirected
KS,LE,22,undirected
KS,LU,22,undirected
KS,LY,61,undirected
KS,MC,68,undirected
KS,MG,58,undirected
KS,MI,16,undirected
KS,ML,46,undirected
KS,MO,32,undirected
KS,MR,180,undirected
KS,MU,40,undirected
KS,MV,16,undirected
KS,MX,307,undirected
KS,MY,421,undirected
KS,MZ,33,undirected
KS,NI,224,undirected
KS,NL,183,undirected
KS,NO,112,undirected
KS,NP,34,undirected
KS,NU,42,undirected
KS,NZ,387,undirected
KS,OS,52,undirected
KS,PE,95,undirected
KS,PK,312,undirected
KS,PL,295,undirected
KS,PM,35,undirected
KS,PO,60,undirected
KS,QA,137,undirected
KS,RI,26,undirected
KS,RO,38,undirected
KS,RP,672,undirected
KS,RQ,37,undirected
KS,RS,1348,undirected
KS,RW,16,undirected
KS,SA,233,undirected
KS,SE,24,undirected
KS,SF,336,undirected
KS,SG,62,undirected
KS,SN,814,undirected
KS,SO,41,undirected
KS,SP,567,undirected
KS,SU,23,undirected
KS,SW,189,undirected
KS,SY,232,undirected
KS,SZ,356,undirected
KS,TH,622,undirected
KS,TS,86,undirected
KS,TU,689,undirected
KS,TW,957,undirected
KS,TZ,47,undirected
KS,UG,622,undirected
KS,UK,3784,undirected
KS,UP,80,undirected
KS,US,15328,undirected
KS,VE,107,undirected
KS,VM,349,undirected
KS,WA,42,undirected
KS,YM,65,undirected
KS,ZA,23,undirected
KS,ZI,44,undirected
KU,KZ,21,undirected
KU,LE,30,undirected
KU,LY,86,undirected
KU,ML,17,undirected
KU,MO,26,undirected
KU,MU,158,undirected
KU,MX,30,undirected
KU,MY,21,undirected
KU,NI,255,undirected
KU,NL,21,undirected
KU,OS,19,undirected
KU,PK,84,undirected
KU,PO,33,undirected
KU,QA,504,undirected
KU,RO,21,undirected
KU,RP,47,undirected
KU,RS,312,undirected
KU,SA,802,undirected
KU,SF,60,undirected
KU,SL,66,undirected
KU,SN,199,undirected
KU,SO,117,undirected
KU,SP,85,undirected
KU,SU,46,undirected
KU,SY,93,undirected
KU,SZ,68,undirected
KU,TS,120,undirected
KU,TU,97,undirected
KU,UK,668,undirected
KU,UP,16,undirected
KU,US,1420,undirected
KU,UV,43,undirected
KU,VE,695,undirected
KU,VM,22,undirected
KU,YM,720,undirected
KU,ZA,24,undirected
KU,ZI,55,undirected
KV,LY,16,undirected
KV,MK,31,undirected
KV,RB,99,undirected
KV,RI,145,undirected
KV,RS,37,undirected
KV,SW,22,undirected
KV,SY,36,undirected
KV,TU,53,undirected
KV,UK,51,undirected
KV,UP,26,undirected
KV,US,348,undirected
KZ,LG,24,undirected
KZ,MX,30,undirected
KZ,MY,17,undirected
KZ,NI,28,undirected
KZ,NL,99,undirected
KZ,NO,26,undirected
KZ,NZ,17,undirected
KZ,OS,22,undirected
KZ,PK,57,undirected
KZ,PL,30,undirected
KZ,PO,16,undirected
KZ,RB,18,undirected
KZ,RI,46,undirected
KZ,RP,30,undirected
KZ,RS,587,undirected
KZ,SA,43,undirected
KZ,SP,120,undirected
KZ,SW,25,undirected
KZ,SY,78,undirected
KZ,SZ,93,undirected
KZ,TH,21,undirected
KZ,TI,28,undirected
KZ,TU,113,undirected
KZ,TW,44,undirected
KZ,TX,22,undirected
KZ,UK,379,undirected
KZ,UP,144,undirected
KZ,US,671,undirected
KZ,UZ,44,undirected
KZ,VE,35,undirected
KZ,VM,41,undirected
KZ,ZA,70,undirected
LA,MY,135,undirected
LA,NP,21,undirected
LA,NZ,16,undirected
LA,PK,31,undirected
LA,PP,68,undirected
LA,RP,173,undirected
LA,RS,32,undirected
LA,SF,16,undirected
LA,SN,53,undirected
LA,TH,223,undirected
LA,TW,17,undirected
LA,UK,63,undirected
LA,US,320,undirected
LA,VM,403,undirected
LE,LY,110,undirected
LE,MO,38,undirected
LE,MX,41,undirected
LE,MY,27,undirected
LE,NI,81,undirected
LE,NL,38,undirected
LE,NO,34,undirected
LE,NZ,20,undirected
LE,OS,27,undirected
LE,PK,131,undirected
LE,PL,27,undirected
LE,QA,64,undirected
LE,RO,350,undirected
LE,RP,44,undirected
LE,RS,373,undirected
LE,SA,181,undirected
LE,SF,29,undirected
LE,SO,19,undirected
LE,SP,49,undirected
LE,SU,34,undirected
LE,SW,50,undirected
LE,SY,2553,undirected
LE,SZ,163,undirected
LE,TH,22,undirected
LE,TS,30,undirected
LE,TU,1009,undirected
LE,UK,493,undirected
LE,UP,21,undirected
LE,US,4953,undirected
LE,VE,27,undirected
LE,VM,28,undirected
LE,WE,67,undirected
LE,YM,84,undirected
LG,LH,292,undirected
LG,LU,16,undirected
LG,MT,17,undirected
LG,MX,17,undirected
LG,MY,16,undirected
LG,NL,91,undirected
LG,NO,81,undirected
LG,OS,16,undirected
LG,PK,16,undirected
LG,PL,142,undirected
LG,PM,19,undirected
LG,PO,33,undirected
LG,RO,33,undirected
LG,RS,236,undirected
LG,SI,20,undirected
LG,SN,24,undirected
LG,SP,140,undirected
LG,SW,95,undirected
LG,SZ,98,undirected
LG,TU,40,undirected
LG,UK,210,undirected
LG,UP,175,undirected
LG,US,545,undirected
LH,LU,17,undirected
LH,MX,23,undirected
LH,NL,57,undirected
LH,NO,80,undirected
LH,PK,23,undirected
LH,PL,287,undirected
LH,PO,25,undirected
LH,RI,16,undirected
LH,RO,49,undirected
LH,RS,227,undirected
LH,SA,17,undirected
LH,SF,43,undirected
LH,SI,18,undirected
LH,SN,36,undirected
LH,SP,67,undirected
LH,SW,77,undirected
LH,SY,21,undirected
LH,SZ,26,undirected
LH,TU,39,undirected
LH,UK,500,undirected
LH,UP,105,undirected
LH,US,569,undirected
LI,LY,20,undirected
LI,ML,169,undirected
LI,MO,17,undirected
LI,NI,174,undirected
LI,NL,24,undirected
LI,NU,38,undirected
LI,OD,16,undirected
LI,PM,17,undirected
LI,RP,17,undirected
LI,RS,29,undirected
LI,SF,215,undirected
LI,SG,63,undirected
LI,SL,804,undirected
LI,SO,16,undirected
LI,SU,16,undirected
LI,SW,31,undirected
LI,SY,20,undirected
LI,SZ,118,undirected
LI,TO,100,undirected
LI,TS,18,undirected
LI,TU,19,undirected
LI,UG,18,undirected
LI,UK,165,undirected
LI,US,964,undirected
LI,ZA,22,undirected
LO,MX,32,undirected
LO,NL,45,undirected
LO,NO,23,undirected
LO,PL,73,undirected
LO,RO,18,undirected
LO,RP,29,undirected
LO,RS,62,undirected
LO,SI,18,undirected
LO,SP,75,undirected
LO,SW,35,undirected
LO,SY,23,undirected
LO,SZ,18,undirected
LO,TU,33,undirected
LO,UK,624,undirected
LO,UP,32,undirected
LO,US,386,undirected
LS,NO,449,undirected
LS,PL,69,undirected
LS,RS,74,undirected
LS,SP,17,undirected
LS,SZ,80,undirected
LS,TU,19,undirected
LS,UK,274,undirected
LS,UP,75,undirected
LS,US,88,undirected
LS,WA,21,undirected
LT,MZ,18,undirected
LT,SF,124,undirected
LT,UK,27,undirected
LT,US,31,undirected
LT,WA,83,undirected
LT,WZ,22,undirected
LT,ZA,18,undirected
LU,MK,18,undirected
LU,ML,118,undirected
LU,MN,24,undirected
LU,MT,23,undirected
LU,MY,17,undirected
LU,NI,419,undirected
LU,NL,139,undirected
LU,NO,64,undirected
LU,NZ,23,undirected
LU,PK,21,undirected
LU,PL,130,undirected
LU,PO,104,undirected
LU,RI,30,undirected
LU,RO,22,undirected
LU,RS,124,undirected
LU,SA,17,undirected
LU,SF,29,undirected
LU,SI,25,undirected
LU,SN,26,undirected
LU,SP,198,undirected
LU,SW,72,undirected
LU,SZ,78,undirected
LU,TH,51,undirected
LU,TU,83,undirected
LU,TW,16,undirected
LU,TZ,17,undirected
LU,UK,547,undirected
LU,UP,41,undirected
LU,US,521,undirected
LY,MJ,24,undirected
LY,MK,29,undirected
LY,ML,202,undirected
LY,MO,146,undirected
LY,MR,25,undirected
LY,MT,26,undirected
LY,MX,58,undirected
LY,MY,51,undirected
LY,MZ,19,undirected
LY,NG,103,undirected
LY,NI,717,undirected
LY,NL,38,undirected
LY,NO,30,undirected
LY,NU,30,undirected
LY,OD,31,undirected
LY,OS,291,undirected
LY,PK,260,undirected
LY,PL,75,undirected
LY,PO,25,undirected
LY,PU,17,undirected
LY,QA,201,undirected
LY,RI,17,undirected
LY,RO,20,undirected
LY,RP,65,undirected
LY,RS,339,undirected
LY,SA,636,undirected
LY,SF,288,undirected
LY,SG,152,undirected
LY,SL,17,undirected
LY,SN,46,undirected
LY,SO,225,undirected
LY,SP,103,undirected
LY,SU,393,undirected
LY,SW,173,undirected
LY,SY,976,undirected
LY,SZ,182,undirected
LY,TH,33,undirected
LY,TO,21,undirected
LY,TS,164,undirected
LY,TU,678,undirected
LY,TZ,25,undirected
LY,UG,59,undirected
LY,UK,620,undirected
LY,UP,48,undirected
LY,US,3072,undirected
LY,UV,20,undirected
LY,VE,283,undirected
LY,VM,69,undirected
LY,WA,55,undirected
LY,WE,19,undirected
LY,YM,131,undirected
LY,ZI,23,undirected
MA,MI,166,undirected
MA,MY,29,undirected
MA,NI,19,undirected
MA,SF,169,undirected
MA,TZ,42,undirected
MA,UK,63,undirected
MA,US,251,undirected
MA,VM,30,undirected
MA,ZI,148,undirected
MB,MX,28,undirected
MB,PM,25,undirected
MB,UK,17,undirected
MB,US,218,undirected
MC,MY,29,undirected
MC,PO,120,undirected
MC,RP,78,undirected
MC,RS,36,undirected
MC,SN,38,undirected
MC,TH,21,undirected
MC,TW,96,undirected
MC,UK,128,undirected
MC,US,1083,undirected
MD,MK,18,undirected
MD,NL,18,undirected
MD,PL,17,undirected
MD,RI,17,undirected
MD,RO,148,undirected
MD,RS,144,undirected
MD,SP,16,undirected
MD,SY,17,undirected
MD,TU,33,undirected
MD,UK,33,undirected
MD,UP,124,undirected
MD,US,220,undirected
MG,MY,16,undirected
MG,NZ,40,undirected
MG,OD,17,undirected
MG,RP,25,undirected
MG,RS,273,undirected
MG,SP,16,undirected
MG,SY,35,undirected
MG,TU,17,undirected
MG,UK,50,undirected
MG,UP,32,undirected
MG,US,499,undirected
MG,VM,16,undirected
MI,MZ,383,undirected
MI,NI,27,undirected
MI,NZ,20,undirected
MI,PK,16,undirected
MI,RW,25,undirected
MI,SF,179,undirected
MI,SL,19,undirected
MI,SY,18,undirected
MI,TZ,165,undirected
MI,UG,48,undirected
MI,UK,124,undirected
MI,US,348,undirected
MI,WA,20,undirected
MI,WZ,30,undirected
MI,ZA,126,undirected
MI,ZI,151,undirected
MJ,MK,32,undirected
MJ,NO,18,undirected
MJ,PL,28,undirected
MJ,RB,16,undirected
MJ,RI,39,undirected
MJ,RO,22,undirected
MJ,RS,41,undirected
MJ,SI,28,undirected
MJ,SP,39,undirected
MJ,SY,31,undirected
MJ,SZ,19,undirected
MJ,TU,83,undirected
MJ,UK,58,undirected
MJ,UP,21,undirected
MJ,US,90,undirected
MK,NL,26,undirected
MK,OS,16,undirected
MK,RB,22,undirected
MK,RI,49,undirected
MK,RO,19,undirected
MK,RS,41,undirected
MK,SI,23,undirected
MK,SP,21,undirected
MK,SW,16,undirected
MK,SY,67,undirected
MK,SZ,18,undirected
MK,TU,130,undirected
MK,UK,111,undirected
MK,UP,26,undirected
MK,US,732,undirected
ML,MO,32,undirected
ML,MR,143,undirected
ML,NG,208,undirected
ML,NI,805,undirected
ML,NL,171,undirected
ML,NU,25,undirected
ML,OD,28,undirected
ML,PK,23,undirected
ML,PL,30,undirected
ML,PO,32,undirected
ML,PU,105,undirected
ML,QA,22,undirected
ML,RS,53,undirected
ML,SA,25,undirected
ML,SF,142,undirected
ML,SG,304,undirected
ML,SL,24,undirected
ML,SO,36,undirected
ML,SP,59,undirected
ML,SU,41,undirected
ML,SW,22,undirected
ML,SY,244,undirected
ML,SZ,23,undirected
ML,TO,290,undirected
ML,TU,47,undirected
ML,TZ,34,undirected
ML,UG,18,undirected
ML,UK,220,undirected
ML,UP,35,undirected
ML,US,643,undirected
ML,UV,713,undirected
ML,VE,21,undirected
ML,WA,26,undirected
ML,YM,18,undirected
ML,ZA,25,undirected
ML,ZI,18,undirected
MN,NL,105,undirected
MN,NO,31,undirected
MN,NZ,25,undirected
MN,PO,23,undirected
MN,RS,79,undirected
MN,SF,30,undirected
MN,SN,43,undirected
MN,SP,201,undirected
MN,SW,43,undirected
MN,SZ,31,undirected
MN,TU,35,undirected
MN,UK,409,undirected
MN,UP,28,undirected
MN,US,963,undirected
MN,VE,24,undirected
MO,MR,30,undirected
MO,MT,35,undirected
MO,MU,20,undirected
MO,MX,50,undirected
MO,MY,29,undirected
MO,NI,128,undirected
MO,NL,71,undirected
MO,NO,22,undirected
MO,NZ,17,undirected
MO,OS,25,undirected
MO,PE,18,undirected
MO,PK,367,undirected
MO,PL,31,undirected
MO,PO,42,undirected
MO,QA,64,undirected
MO,RO,27,undirected
MO,RP,53,undirected
MO,RS,101,undirected
MO,RW,25,undirected
MO,SA,171,undirected
MO,SF,197,undirected
MO,SG,66,undirected
MO,SL,23,undirected
MO,SN,52,undirected
MO,SO,57,undirected
MO,SP,359,undirected
MO,SU,82,undirected
MO,SW,56,undirected
MO,SY,101,undirected
MO,SZ,36,undirected
MO,TH,34,undirected
MO,TS,190,undirected
MO,TU,370,undirected
MO,TZ,40,undirected
MO,UG,35,undirected
MO,UK,430,undirected
MO,UP,26,undirected
MO,US,1986,undirected
MO,UY,25,undirected
MO,VE,19,undirected
MO,VM,20,undirected
MO,WA,24,undirected
MO,WI,372,undirected
MO,ZI,21,undirected
MP,MY,33,undirected
MP,RP,28,undirected
MP,RS,34,undirected
MP,RW,17,undirected
MP,SE,26,undirected
MP,SF,110,undirected
MP,TH,29,undirected
MP,TU,16,undirected
MP,TZ,18,undirected
MP,UG,16,undirected
MP,UK,125,undirected
MP,US,277,undirected
MP,UY,22,undirected
MP,WA,21,undirected
MR,MY,76,undirected
MR,NG,20,undirected
MR,NI,30,undirected
MR,PK,20,undirected
MR,PL,175,undirected
MR,PO,42,undirected
MR,QA,17,undirected
MR,RS,17,undirected
MR,SA,35,undirected
MR,SF,48,undirected
MR,SG,72,undirected
MR,SN,18,undirected
MR,SO,51,undirected
MR,SP,41,undirected
MR,SY,75,undirected
MR,SZ,125,undirected
MR,TU,17,undirected
MR,TW,51,undirected
MR,UG,28,undirected
MR,UK,413,undirected
MR,US,976,undirected
MR,UV,22,undirected
MR,UY,30,undirected
MR,YM,17,undirected
MR,ZI,34,undirected
MT,NL,62,undirected
MT,NO,18,undirected
MT,OS,16,undirected
MT,PL,18,undirected
MT,PO,20,undirected
MT,RO,17,undirected
MT,RS,38,undirected
MT,SF,25,undirected
MT,SI,18,undirected
MT,SP,77,undirected
MT,SW,26,undirected
MT,SZ,18,undirected
MT,TU,23,undirected
MT,TZ,49,undirected
MT,UK,198,undirected
MT,US,732,undirected
MU,MY,34,undirected
MU,NI,18,undirected
MU,NL,28,undirected
MU,NO,25,undirected
MU,NZ,50,undirected
MU,PK,106,undirected
MU,QA,126,undirected
MU,RP,54,undirected
MU,RS,66,undirected
MU,SA,202,undirected
MU,SF,30,undirected
MU,SN,40,undirected
MU,SP,48,undirected
MU,SW,18,undirected
MU,SY,45,undirected
MU,SZ,18,undirected
MU,TH,34,undirected
MU,TU,41,undirected
MU,TZ,30,undirected
MU,UK,275,undirected
MU,US,492,undirected
MU,YM,98,undirected
MV,MY,71,undirected
MV,NP,23,undirected
MV,PK,39,undirected
MV,QA,18,undirected
MV,RP,20,undirected
MV,RS,19,undirected
MV,SA,26,undirected
MV,SF,32,undirected
MV,SP,21,undirected
MV,TH,33,undirected
MV,TU,25,undirected
MV,UK,194,undirected
MV,US,456,undirected
MV,VM,30,undirected
MX,MY,148,undirected
MX,NI,131,undirected
MX,NL,292,undirected
MX,NO,135,undirected
MX,NP,23,undirected
MX,NU,106,undirected
MX,NZ,122,undirected
MX,OS,74,undirected
MX,PA,170,undirected
MX,PE,275,undirected
MX,PK,221,undirected
MX,PL,202,undirected
MX,PM,338,undirected
MX,PO,151,undirected
MX,QA,94,undirected
MX,RB,16,undirected
MX,RO,53,undirected
MX,RP,234,undirected
MX,RQ,118,undirected
MX,RS,661,undirected
MX,RW,17,undirected
MX,SA,95,undirected
MX,SE,52,undirected
MX,SF,230,undirected
MX,SN,109,undirected
MX,SO,25,undirected
MX,SP,1946,undirected
MX,SU,20,undirected
MX,SW,129,undirected
MX,SY,198,undirected
MX,SZ,311,undirected
MX,TD,77,undirected
MX,TH,213,undirected
MX,TS,42,undirected
MX,TU,239,undirected
MX,TW,132,undirected
MX,UG,26,undirected
MX,UK,1693,undirected
MX,UP,69,undirected
MX,US,78809,undirected
MX,UY,235,undirected
MX,VE,393,undirected
MX,VM,266,undirected
MX,VT,35,undirected
MX,WA,37,undirected
MX,WE,23,undirected
MX,WS,19,undirected
