Source,Target,Weight,Type
FR,PO,987,undirected
FR,PP,91,undirected
FR,QA,303,undirected
FR,RB,279,undirected
FR,RE,100,undirected
FR,RI,327,undirected
FR,RO,876,undirected
FR,RP,777,undirected
FR,RQ,55,undirected
FR,RS,3551,undirected
FR,RW,56,undirected
FR,SA,683,undirected
FR,SE,38,undirected
FR,SF,2845,undirected
FR,SG,406,undirected
FR,SI,158,undirected
FR,SL,113,undirected
FR,SM,20,undirected
FR,SN,995,undirected
FR,SO,215,undirected
FR,SP,6319,undirected
FR,SU,317,undirected
FR,SW,1654,undirected
FR,SY,1296,undirected
FR,SZ,5396,undirected
FR,TD,29,undirected
FR,TH,644,undirected
FR,TO,95,undirected
FR,TS,223,undirected
FR,TU,2024,undirected
FR,TW,455,undirected
FR,TX,23,undirected
FR,TZ,122,undirected
FR,UG,273,undirected
FR,UK,24674,undirected
FR,UP,1983,undirected
FR,US,58410,undirected
FR,UV,132,undirected
FR,UY,275,undirected
FR,UZ,44,undirected
FR,VE,488,undirected
FR,VM,537,undirected
FR,VQ,21,undirected
FR,VT,29,undirected
FR,WA,218,undirected
FR,WE,421,undirected
FR,WI,95,undirected
FR,WS,20,undirected
FR,WZ,16,undirected
FR,YM,208,undirected
FR,ZA,43,undirected
FR,ZI,183,undirected
GA,GB,30,undirected
GA,GH,111,undirected
GA,GM,26,undirected
GA,GR,98,undirected
GA,GV,23,undirected
GA,IN,23,undirected
GA,IS,19,undirected
GA,IT,249,undirected
GA,IZ,26,undirected
GA,JA,16,undirected
GA,KE,22,undirected
GA,LT,18,undirected
GA,LY,119,undirected
GA,ML,23,undirected
GA,MO,23,undirected
GA,MR,38,undirected
GA,NG,42,undirected
GA,NI,114,undirected
GA,OS,41,undirected
GA,PK,17,undirected
GA,PU,17,undirected
GA,RS,22,undirected
GA,RW,18,undirected
GA,SF,514,undirected
GA,SG,434,undirected
GA,SL,50,undirected
GA,SO,67,undirected
GA,SU,24,undirected
GA,SY,40,undirected
GA,SZ,22,undirected
GA,TU,80,undirected
GA,TZ,20,undirected
GA,UK,191,undirected
GA,US,192,undirected
GA,UV,16,undirected
GA,ZA,89,undirected
GB,GH,61,undirected
GB,GM,40,undirected
GB,IN,36,undirected
GB,IT,22,undirected
GB,JA,17,undirected
GB,KE,78,undirected
GB,LY,77,undirected
GB,ML,33,undirected
GB,MO,24,undirected
GB,MP,23,undirected
GB,MR,24,undirected
GB,NG,19,undirected
GB,NI,192,undirected
GB,PO,27,undirected
GB,QA,18,undirected
GB,RS,23,undirected
GB,RW,23,undirected
GB,SA,29,undirected
GB,SF,160,undirected
GB,SG,97,undirected
GB,SP,41,undirected
GB,SU,17,undirected
GB,SZ,20,undirected
GB,TO,19,undirected
GB,TS,74,undirected
GB,TU,21,undirected
GB,TZ,38,undirected
GB,UG,57,undirected
GB,UK,64,undirected
GB,US,459,undirected
GB,WA,58,undirected
GG,GM,225,undirected
GG,GR,72,undirected
GG,HK,18,undirected
GG,IN,48,undirected
GG,IR,226,undirected
GG,IS,50,undirected
GG,IT,35,undirected
GG,IZ,20,undirected
GG,JA,24,undirected
GG,KE,25,undirected
GG,KN,20,undirected
GG,KS,18,undirected
GG,KZ,54,undirected
GG,MJ,24,undirected
GG,OS,38,undirected
GG,PL,63,undirected
GG,PM,22,undirected
GG,RO,63,undirected
GG,RS,564,undirected
GG,SF,112,undirected
GG,SN,24,undirected
GG,SP,49,undirected
GG,SW,18,undirected
GG,SY,59,undirected
GG,TU,162,undirected
GG,UK,92,undirected
GG,UP,169,undirected
GG,US,1410,undirected
GH,GM,529,undirected
GH,GR,122,undirected
GH,GV,70,undirected
GH,HK,26,undirected
GH,ID,35,undirected
GH,IN,376,undirected
GH,IR,35,undirected
GH,IS,59,undirected
GH,IT,208,undirected
GH,IV,288,undirected
GH,IZ,40,undirected
GH,JA,131,undirected
GH,JM,48,undirected
GH,JO,73,undirected
GH,KE,202,undirected
GH,KN,29,undirected
GH,KS,57,undirected
GH,LI,105,undirected
GH,LU,167,undirected
GH,LY,28,undirected
GH,MA,16,undirected
GH,ML,73,undirected
GH,MO,55,undirected
GH,MP,154,undirected
GH,MX,68,undirected
GH,MY,36,undirected
GH,MZ,26,undirected
GH,NG,36,undirected
GH,NI,948,undirected
GH,NL,23,undirected
GH,NO,110,undirected
GH,NZ,543,undirected
GH,OD,36,undirected
GH,PE,18,undirected
GH,PK,46,undirected
GH,PL,71,undirected
GH,PM,26,undirected
GH,PO,79,undirected
GH,RP,120,undirected
GH,RS,203,undirected
GH,RW,100,undirected
GH,SA,33,undirected
GH,SE,19,undirected
GH,SF,654,undirected
GH,SG,94,undirected
GH,SL,26,undirected
GH,SO,65,undirected
GH,SP,178,undirected
GH,SU,58,undirected
GH,SW,29,undirected
GH,SY,163,undirected
GH,SZ,48,undirected
GH,TO,47,undirected
GH,TS,24,undirected
GH,TU,94,undirected
GH,TW,16,undirected
GH,TZ,215,undirected
GH,UG,133,undirected
GH,UK,1311,undirected
GH,UP,23,undirected
GH,US,5875,undirected
GH,UV,66,undirected
GH,VE,34,undirected
GH,VM,33,undirected
GH,WA,38,undirected
GH,ZA,64,undirected
GH,ZI,40,undirected
GI,GM,36,undirected
GI,GR,84,undirected
GI,IT,21,undirected
GI,JE,17,undirected
GI,NL,23,undirected
GI,RS,26,undirected
GI,SN,19,undirected
GI,SP,49,undirected
GI,SZ,18,undirected
GI,TU,54,undirected
GI,UK,381,undirected
GI,UP,116,undirected
GI,US,446,undirected
GJ,GM,23,undirected
GJ,GY,18,undirected
GJ,JM,69,undirected
GJ,MP,63,undirected
GJ,MX,19,undirected
GJ,PM,54,undirected
GJ,SF,99,undirected
GJ,SP,17,undirected
GJ,TD,72,undirected
GJ,UK,90,undirected
GJ,US,999,undirected
GJ,VE,34,undirected
GK,GM,60,undirected
GK,IN,18,undirected
GK,IT,21,undirected
GK,JE,23,undirected
GK,NL,19,undirected
GK,NS,20,undirected
GK,SF,25,undirected
GK,TU,17,undirected
GK,UK,128,undirected
GK,US,132,undirected
GL,IC,75,undirected
GL,NO,18,undirected
GL,RS,165,undirected
GL,UK,66,undirected
GL,US,390,undirected
GM,GQ,17,undirected
GM,GR,3532,undirected
GM,GT,31,undirected
GM,GV,33,undirected
GM,HA,41,undirected
GM,HK,311,undirected
GM,HO,37,undirected
GM,HR,176,undirected
GM,HU,971,undirected
GM,IC,109,undirected
GM,ID,347,undirected
GM,IN,3359,undirected
GM,IR,609,undirected
GM,IS,898,undirected
GM,IT,3900,undirected
GM,IV,35,undirected
GM,IZ,1026,undirected
GM,JA,3100,undirected
GM,JE,43,undirected
GM,JM,128,undirected
GM,JO,1367,undirected
GM,KE,394,undirected
GM,KG,26,undirected
GM,KN,160,undirected
GM,KS,734,undirected
GM,KU,60,undirected
GM,KV,37,undirected
GM,KZ,105,undirected
GM,LE,288,undirected
GM,LG,198,undirected
GM,LH,218,undirected
GM,LI,108,undirected
GM,LO,161,undirected
GM,LS,18,undirected
GM,LU,189,undirected
GM,LY,252,undirected
GM,MC,30,undirected
GM,MD,40,undirected
GM,MG,21,undirected
GM,MJ,24,undirected
GM,MK,59,undirected
GM,ML,80,undirected
GM,MN,77,undirected
GM,MO,134,undirected
GM,MP,21,undirected
GM,MR,25,undirected
GM,MT,60,undirected
GM,MU,62,undirected
GM,MV,20,undirected
GM,MX,764,undirected
GM,MY,296,undirected
GM,MZ,18,undirected
GM,NG,37,undirected
GM,NI,884,undirected
GM,NL,2091,undirected
GM,NO,465,undirected
GM,NP,174,undirected
GM,NZ,286,undirected
GM,OS,207,undirected
GM,PA,34,undirected
GM,PE,154,undirected
GM,PF,45,undirected
GM,PK,1279,undirected
GM,PL,1123,undirected
GM,PM,95,undirected
GM,PO,1125,undirected
GM,PP,106,undirected
GM,QA,126,undirected
GM,RB,50,undirected
GM,RI,132,undirected
GM,RO,313,undirected
GM,RP,537,undirected
GM,RQ,47,undirected
GM,RS,3366,undirected
GM,RW,55,undirected
GM,SA,254,undirected
GM,SF,1314,undirected
GM,SG,54,undirected
GM,SI,62,undirected
GM,SL,23,undirected
GM,SN,444,undirected
GM,SO,139,undirected
GM,SP,2648,undirected
GM,SU,90,undirected
GM,SW,1307,undirected
GM,SY,1694,undirected
GM,SZ,4681,undirected
GM,TH,404,undirected
GM,TO,16,undirected
GM,TS,114,undirected
GM,TU,3742,undirected
GM,TW,403,undirected
GM,TX,19,undirected
GM,TZ,85,undirected
GM,UG,147,undirected
GM,UK,12137,undirected
GM,UP,890,undirected
GM,US,62526,undirected
GM,UV,36,undirected
GM,UY,59,undirected
GM,UZ,38,undirected
GM,VE,526,undirected
GM,VM,297,undirected
GM,VT,16,undirected
GM,WA,208,undirected
GM,WE,122,undirected
GM,YM,79,undirected
GM,ZA,19,undirected
GM,ZI,91,undirected
GP,MX,27,undirected
GP,PM,22,undirected
GP,UK,18,undirected
GP,US,185,undirected
GQ,IR,18,undirected
GQ,IT,110,undirected
GQ,IZ,21,undirected
GQ,JA,142,undirected
GQ,KN,479,undirected
GQ,KS,919,undirected
GQ,MU,35,undirected
GQ,MX,70,undirected
GQ,PK,16,undirected
GQ,RP,18,undirected
GQ,RQ,20,undirected
GQ,RS,53,undirected
GQ,UK,80,undirected
GQ,US,3210,undirected
GR,GZ,29,undirected
GR,HK,29,undirected
GR,HR,137,undirected
GR,HU,587,undirected
GR,IC,33,undirected
GR,ID,129,undirected
GR,IN,428,undirected
GR,IR,150,undirected
GR,IS,428,undirected
GR,IT,4337,undirected
GR,IZ,593,undirected
GR,JA,612,undirected
GR,JE,19,undirected
GR,JM,39,undirected
GR,JO,187,undirected
GR,KE,36,undirected
GR,KN,55,undirected
GR,KS,112,undirected
GR,KU,80,undirected
GR,KV,33,undirected
GR,KZ,34,undirected
GR,LE,227,undirected
GR,LG,57,undirected
GR,LH,51,undirected
GR,LI,25,undirected
GR,LO,28,undirected
GR,LS,30,undirected
GR,LU,171,undirected
GR,LY,466,undirected
GR,MD,21,undirected
GR,MJ,75,undirected
GR,MK,515,undirected
GR,MN,17,undirected
GR,MO,47,undirected
GR,MP,32,undirected
GR,MT,53,undirected
GR,MU,21,undirected
GR,MX,425,undirected
GR,MY,112,undirected
GR,NG,42,undirected
GR,NI,185,undirected
GR,NL,384,undirected
GR,NO,122,undirected
GR,NP,37,undirected
GR,NZ,161,undirected
GR,OS,982,undirected
GR,PA,17,undirected
GR,PE,39,undirected
GR,PK,227,undirected
GR,PL,206,undirected
GR,PM,32,undirected
GR,PO,226,undirected
GR,PP,35,undirected
GR,QA,44,undirected
GR,RB,26,undirected
GR,RI,59,undirected
GR,RO,358,undirected
GR,RP,83,undirected
GR,RQ,19,undirected
GR,RS,1309,undirected
GR,SA,101,undirected
GR,SF,251,undirected
GR,SI,58,undirected
GR,SN,129,undirected
GR,SO,120,undirected
GR,SP,703,undirected
GR,SU,96,undirected
GR,SW,436,undirected
GR,SY,1038,undirected
GR,SZ,445,undirected
GR,TH,176,undirected
GR,TS,25,undirected
GR,TU,2219,undirected
GR,TW,44,undirected
GR,TZ,37,undirected
GR,UG,22,undirected
GR,UK,3750,undirected
GR,UP,499,undirected
GR,US,13482,undirected
GR,UY,21,undirected
GR,VE,186,undirected
GR,VM,51,undirected
GR,WA,32,undirected
GR,YM,19,undirected
GR,ZI,16,undirected
GT,HO,181,undirected
GT,ID,80,undirected
GT,IN,38,undirected
GT,IT,20,undirected
GT,JA,26,undirected
GT,MX,166,undirected
GT,NL,17,undirected
GT,NU,33,undirected
GT,PE,24,undirected
GT,PM,37,undirected
GT,RP,17,undirected
GT,RS,28,undirected
GT,SP,67,undirected
GT,TU,56,undirected
GT,UK,94,undirected
GT,US,10715,undirected
GT,VE,51,undirected
GV,IN,72,undirected
GV,IV,76,undirected
GV,JA,17,undirected
GV,KE,40,undirected
GV,LI,358,undirected
GV,LY,31,undirected
GV,ML,131,undirected
GV,MR,21,undirected
GV,NG,32,undirected
GV,NI,164,undirected
GV,OD,26,undirected
GV,PK,16,undirected
GV,PO,16,undirected
GV,PP,101,undirected
GV,PU,30,undirected
GV,SA,20,undirected
GV,SF,30,undirected
GV,SG,49,undirected
GV,SL,239,undirected
GV,SO,47,undirected
GV,SP,21,undirected
GV,SU,24,undirected
GV,SZ,80,undirected
GV,TU,63,undirected
GV,TZ,18,undirected
GV,UG,51,undirected
GV,UK,361,undirected
GV,US,587,undirected
GV,UV,46,undirected
GV,ZA,18,undirected
GV,ZI,17,undirected
GY,HA,47,undirected
GY,IN,119,undirected
GY,JM,116,undirected
GY,JO,22,undirected
GY,MX,45,undirected
GY,NL,27,undirected
GY,NS,34,undirected
GY,PK,22,undirected
GY,SF,329,undirected
GY,TD,102,undirected
GY,UK,178,undirected
GY,US,570,undirected
GY,VE,141,undirected
GZ,IR,24,undirected
GZ,IS,1394,undirected
GZ,IZ,17,undirected
GZ,JE,21,undirected
GZ,JO,40,undirected
GZ,LE,54,undirected
GZ,NO,21,undirected
GZ,RS,50,undirected
GZ,RW,21,undirected
GZ,SA,42,undirected
GZ,SY,39,undirected
GZ,TU,62,undirected
GZ,UK,133,undirected
GZ,US,201,undirected
GZ,WE,121,undirected
HA,HO,16,undirected
HA,IN,92,undirected
HA,IR,22,undirected
HA,IS,47,undirected
HA,IT,40,undirected
HA,IZ,58,undirected
HA,JA,45,undirected
HA,JM,89,undirected
HA,JO,23,undirected
HA,KE,22,undirected
HA,KN,17,undirected
HA,KS,18,undirected
HA,LY,18,undirected
HA,MX,77,undirected
HA,NI,33,undirected
HA,NL,23,undirected
HA,NP,24,undirected
HA,NU,18,undirected
HA,PA,23,undirected
HA,PE,64,undirected
HA,PK,31,undirected
HA,PM,23,undirected
HA,RP,31,undirected
HA,RS,33,undirected
HA,SA,20,undirected
HA,SF,23,undirected
HA,SP,56,undirected
HA,SW,116,undirected
HA,SY,40,undirected
HA,SZ,28,undirected
HA,TD,19,undirected
HA,TU,29,undirected
HA,UK,132,undirected
HA,US,3612,undirected
HA,UY,22,undirected
HA,VE,58,undirected
HA,YM,23,undirected
HK,HR,19,undirected
HK,HU,27,undirected
HK,ID,278,undirected
HK,IN,764,undirected
HK,IR,114,undirected
HK,IS,72,undirected
HK,IT,146,undirected
HK,IZ,42,undirected
HK,JA,1169,undirected
HK,KE,87,undirected
HK,KN,172,undirected
HK,KS,328,undirected
HK,KU,17,undirected
HK,LG,23,undirected
HK,LU,21,undirected
HK,MC,233,undirected
HK,MX,87,undirected
HK,MY,342,undirected
HK,NI,129,undirected
HK,NL,184,undirected
HK,NO,54,undirected
HK,NP,16,undirected
HK,NZ,183,undirected
HK,PE,34,undirected
HK,PK,166,undirected
HK,PL,62,undirected
HK,PM,75,undirected
HK,PO,96,undirected
HK,QA,56,undirected
HK,RP,355,undirected
HK,RS,228,undirected
HK,SA,57,undirected
HK,SF,505,undirected
HK,SN,632,undirected
HK,SP,104,undirected
HK,SW,160,undirected
HK,SY,28,undirected
HK,SZ,330,undirected
HK,TD,59,undirected
HK,TH,311,undirected
HK,TU,56,undirected
HK,TW,342,undirected
HK,UK,1373,undirected
HK,UP,16,undirected
HK,US,4483,undirected
HK,UZ,91,undirected
HK,VE,20,undirected
HK,VM,107,undirected
HO,IN,91,undirected
HO,IS,19,undirected
HO,IT,25,undirected
HO,IZ,92,undirected
HO,JA,48,undirected
HO,JE,21,undirected
HO,JM,35,undirected
HO,JO,20,undirected
HO,KS,28,undirected
HO,MR,29,undirected
HO,MX,178,undirected
HO,NO,18,undirected
HO,NU,56,undirected
HO,OS,30,undirected
HO,PE,33,undirected
HO,PK,28,undirected
HO,PL,28,undirected
HO,PM,24,undirected
HO,RP,19,undirected
HO,RQ,54,undirected
HO,RS,23,undirected
HO,SF,18,undirected
HO,SP,145,undirected
HO,SY,18,undirected
HO,SZ,18,undirected
HO,UK,119,undirected
HO,US,13732,undirected
HO,UY,65,undirected
HO,VE,156,undirected
HR,HU,94,undirected
HR,IC,23,undirected
HR,ID,26,undirected
HR,IN,267,undirected
HR,IR,41,undirected
HR,IS,37,undirected
HR,IT,209,undirected
HR,JA,39,undirected
HR,KN,20,undirected
HR,KS,36,undirected
HR,KV,35,undirected
HR,LG,20,undirected
HR,LH,25,undirected
HR,LU,22,undirected
HR,LY,26,undirected
HR,MD,19,undirected
HR,MJ,59,undirected
HR,MK,33,undirected
HR,MN,25,undirected
HR,MT,56,undirected
HR,MX,27,undirected
HR,NL,97,undirected
HR,NO,45,undirected
HR,NZ,24,undirected
HR,OS,25,undirected
HR,PK,37,undirected
HR,PL,76,undirected
HR,PO,77,undirected
HR,RB,249,undirected
HR,RI,181,undirected
HR,RO,149,undirected
HR,RP,25,undirected
HR,RS,123,undirected
HR,SF,20,undirected
HR,SI,105,undirected
HR,SN,128,undirected
HR,SP,312,undirected
HR,SW,61,undirected
HR,SY,72,undirected
HR,SZ,97,undirected
HR,TU,219,undirected
HR,UK,327,undirected
HR,UP,39,undirected
HR,US,1210,undirected
HR,UZ,17,undirected
HU,IC,54,undirected
HU,ID,73,undirected
HU,IN,340,undirected
HU,IR,67,undirected
HU,IS,57,undirected
HU,IT,332,undirected
HU,IZ,429,undirected
HU,JA,100,undirected
HU,KE,24,undirected
HU,KS,46,undirected
HU,KZ,16,undirected
HU,LG,20,undirected
HU,LH,33,undirected
HU,LO,38,undirected
HU,LU,26,undirected
HU,LY,24,undirected
HU,MD,34,undirected
HU,MK,20,undirected
HU,MO,20,undirected
HU,MT,25,undirected
HU,MX,62,undirected
HU,MY,25,undirected
HU,MZ,16,undirected
HU,NI,23,undirected
HU,NL,108,undirected
HU,NO,89,undirected
HU,NZ,55,undirected
HU,PK,111,undirected
HU,PL,439,undirected
HU,PM,16,undirected
HU,PO,95,undirected
HU,RB,58,undirected
HU,RI,89,undirected
HU,RO,138,undirected
HU,RP,73,undirected
HU,RS,390,undirected
HU,SA,21,undirected
HU,SF,178,undirected
HU,SI,73,undirected
HU,SN,41,undirected
HU,SP,164,undirected
HU,SW,429,undirected
HU,SY,441,undirected
HU,SZ,155,undirected
HU,TH,31,undirected
HU,TU,493,undirected
HU,TW,19,undirected
HU,UK,720,undirected
HU,UP,164,undirected
HU,US,1653,undirected
HU,VE,25,undirected
HU,VM,21,undirected
IC,IN,26,undirected
IC,IT,69,undirected
IC,JA,48,undirected
IC,LH,19,undirected
IC,LS,76,undirected
IC,NI,205,undirected
IC,NL,63,undirected
IC,NO,353,undirected
IC,NZ,56,undirected
IC,PL,102,undirected
IC,PO,69,undirected
IC,RI,17,undirected
IC,RS,132,undirected
IC,SF,24,undirected
IC,SP,85,undirected
IC,SW,85,undirected
IC,SZ,25,undirected
IC,TU,37,undirected
IC,UK,503,undirected
IC,UP,134,undirected
IC,US,861,undirected
ID,IN,3016,undirected
ID,IR,209,undirected
ID,IS,98,undirected
ID,IT,268,undirected
ID,IZ,142,undirected
ID,JA,708,undirected
ID,JO,29,undirected
ID,KE,70,undirected
ID,KN,69,undirected
ID,KS,551,undirected
ID,KU,48,undirected
ID,KZ,22,undirected
ID,LA,92,undirected
ID,LE,40,undirected
ID,LH,27,undirected
ID,LY,47,undirected
ID,MD,25,undirected
ID,MG,41,undirected
ID,MO,45,undirected
ID,MU,57,undirected
ID,MV,22,undirected
ID,MX,130,undirected
ID,MY,1790,undirected
ID,NH,78,undirected
ID,NI,140,undirected
ID,NL,262,undirected
ID,NO,136,undirected
ID,NP,52,undirected
ID,NZ,488,undirected
ID,OS,23,undirected
ID,PE,103,undirected
ID,PG,74,undirected
ID,PK,416,undirected
ID,PL,83,undirected
ID,PM,34,undirected
ID,PO,52,undirected
ID,PP,112,undirected
ID,QA,85,undirected
ID,RO,28,undirected
ID,RP,1565,undirected
ID,RS,372,undirected
ID,SA,226,undirected
ID,SE,28,undirected
ID,SF,226,undirected
ID,SN,2050,undirected
ID,SP,210,undirected
ID,SU,60,undirected
ID,SW,98,undirected
ID,SY,130,undirected
ID,SZ,155,undirected
ID,TH,961,undirected
ID,TS,17,undirected
ID,TT,91,undirected
ID,TU,195,undirected
ID,TW,326,undirected
ID,TZ,18,undirected
ID,UG,16,undirected
ID,UK,828,undirected
ID,UP,34,undirected
ID,US,2482,undirected
ID,UZ,20,undirected
ID,VE,75,undirected
ID,VM,505,undirected
ID,WA,42,undirected
ID,ZA,29,undirected
ID,ZI,91,undirected
IM,NZ,143,undirected
IN,IR,1880,undirected
IN,IS,691,undirected
IN,IT,2151,undirected
IN,IV,53,undirected
IN,IZ,2277,undirected
IN,JA,5646,undirected
IN,JE,183,undirected
IN,JM,234,undirected
IN,JO,179,undirected
IN,KE,887,undirected
IN,KG,46,undirected
IN,KN,1461,undirected
IN,KS,1630,undirected
IN,KU,409,undirected
IN,KV,16,undirected
IN,KZ,168,undirected
IN,LA,201,undirected
IN,LE,140,undirected
IN,LG,130,undirected
IN,LH,64,undirected
IN,LI,26,undirected
IN,LO,89,undirected
IN,LT,19,undirected
IN,LU,97,undirected
IN,LY,359,undirected
IN,MA,16,undirected
IN,MC,22,undirected
IN,MG,39,undirected
IN,MI,29,undirected
IN,ML,53,undirected
IN,MN,26,undirected
IN,MO,1549,undirected
IN,MP,259,undirected
IN,MR,47,undirected
IN,MT,43,undirected
IN,MU,273,undirected
IN,MV,232,undirected
IN,MX,1730,undirected
IN,MY,807,undirected
IN,MZ,33,undirected
IN,NG,53,undirected
IN,NI,2929,undirected
IN,NL,782,undirected
IN,NO,362,undirected
IN,NP,2099,undirected
IN,NU,37,undirected
IN,NZ,942,undirected
IN,OC,34,undirected
IN,OD,54,undirected
IN,OS,109,undirected
IN,PA,28,undirected
IN,PE,472,undirected
IN,PG,18,undirected
IN,PK,11999,undirected
IN,PL,471,undirected
IN,PM,219,undirected
IN,PO,492,undirected
IN,PP,28,undirected
IN,QA,868,undirected
IN,RB,26,undirected
IN,RI,29,undirected
IN,RO,109,undirected
IN,RP,1170,undirected
IN,RQ,21,undirected
IN,RS,1776,undirected
IN,RW,333,undirected
IN,SA,1131,undirected
IN,SE,19,undirected
IN,SF,2763,undirected
IN,SG,165,undirected
IN,SI,77,undirected
IN,SL,100,undirected
IN,SN,2550,undirected
IN,SO,283,undirected
IN,SP,1414,undirected
IN,SU,216,undirected
IN,SW,646,undirected
IN,SY,953,undirected
IN,SZ,1598,undirected
IN,TD,163,undirected
IN,TH,2025,undirected
IN,TI,18,undirected
IN,TN,22,undirected
IN,TS,144,undirected
IN,TU,762,undirected
IN,TW,846,undirected
IN,TX,49,undirected
IN,TZ,208,undirected
IN,UG,226,undirected
IN,UK,10379,undirected
IN,UP,201,undirected
IN,US,31609,undirected
IN,UY,70,undirected
IN,UZ,243,undirected
IN,VE,356,undirected
IN,VI,37,undirected
IN,VM,595,undirected
IN,WA,42,undirected
IN,WE,37,undirected
IN,YM,117,undirected
IN,ZA,51,undirected
IN,ZI,688,undirected
IR,IS,1387,undirected
IR,IT,304,undirected
IR,IZ,5333,undirected
IR,JA,650,undirected
IR,JE,29,undirected
IR,JO,117,undirected
IR,KE,154,undirected
IR,KG,23,undirected
IR,KN,638,undirected
IR,KS,851,undirected
IR,KU,367,undirected
IR,KZ,135,undirected
IR,LA,17,undirected
IR,LE,303,undirected
IR,LG,71,undirected
IR,LH,34,undirected
IR,LY,528,undirected
IR,MG,30,undirected
IR,MK,20,undirected
IR,MO,65,undirected
IR,MR,19,undirected
IR,MU,144,undirected
IR,MX,167,undirected
IR,MY,136,undirected
IR,NI,875,undirected
IR,NL,170,undirected
IR,NO,271,undirected
IR,NP,36,undirected
IR,NU,23,undirected
IR,NZ,85,undirected
IR,OD,26,undirected
IR,OS,187,undirected
IR,PE,39,undirected
IR,PK,2739,undirected
IR,PL,246,undirected
IR,PM,34,undirected
IR,PO,108,undirected
IR,PP,39,undirected
IR,QA,663,undirected
IR,RI,27,undirected
IR,RO,60,undirected
IR,RP,126,undirected
IR,RS,2538,undirected
IR,RW,22,undirected
IR,SA,2875,undirected
IR,SF,436,undirected
IR,SI,16,undirected
IR,SN,237,undirected
IR,SO,72,undirected
IR,SP,234,undirected
IR,SU,66,undirected
IR,SW,818,undirected
IR,SY,2456,undirected
IR,SZ,327,undirected
IR,TD,59,undirected
IR,TH,212,undirected
IR,TI,17,undirected
IR,TS,54,undirected
IR,TU,1626,undirected
IR,TW,245,undirected
IR,TX,87,undirected
IR,TZ,33,undirected
IR,UG,42,undirected
IR,UK,2074,undirected
IR,UP,143,undirected
IR,US,14967,undirected
IR,UZ,102,undirected
IR,VE,687,undirected
IR,VM,181,undirected
IR,WE,77,undirected
IR,YM,692,undirected
IR,ZI,20,undirected
IS,IT,426,undirected
IS,IZ,937,undirected
IS,JA,404,undirected
IS,JE,38,undirected
IS,JM,29,undirected
IS,JO,931,undirected
IS,KE,147,undirected
IS,KG,17,undirected
IS,KN,208,undirected
IS,KS,175,undirected
IS,KU,76,undirected
IS,KZ,34,undirected
IS,LE,385,undirected
IS,LG,29,undirected
IS,LH,31,undirected
IS,LI,29,undirected
IS,LY,181,undirected
IS,MD,67,undirected
IS,MJ,24,undirected
IS,MK,25,undirected
IS,MN,35,undirected
IS,MO,82,undirected
IS,MR,19,undirected
IS,MT,26,undirected
IS,MU,23,undirected
IS,MX,210,undirected
IS,MY,66,undirected
IS,NG,16,undirected
IS,NI,234,undirected
IS,NL,168,undirected
IS,NO,410,undirected
IS,NP,26,undirected
IS,NZ,178,undirected
IS,OD,18,undirected
IS,OS,118,undirected
IS,PE,29,undirected
IS,PK,424,undirected
IS,PL,668,undirected
IS,PM,73,undirected
IS,PO,43,undirected
IS,QA,80,undirected
IS,RB,16,undirected
IS,RI,97,undirected
IS,RO,146,undirected
IS,RP,158,undirected
IS,RQ,16,undirected
IS,RS,971,undirected
IS,RW,30,undirected
IS,SA,594,undirected
IS,SF,710,undirected
IS,SI,25,undirected
IS,SL,34,undirected
IS,SM,17,undirected
IS,SN,95,undirected
IS,SO,72,undirected
IS,SP,387,undirected
IS,SU,98,undirected
IS,SW,315,undirected
IS,SY,1100,undirected
IS,SZ,377,undirected
IS,TD,32,undirected
IS,TH,74,undirected
IS,TS,69,undirected
IS,TU,740,undirected
IS,TW,54,undirected
IS,TX,21,undirected
IS,TZ,21,undirected
IS,UG,41,undirected
IS,UK,3326,undirected
IS,UP,247,undirected
IS,US,18703,undirected
IS,UY,16,undirected
IS,UZ,22,undirected
IS,VE,107,undirected
IS,VM,116,undirected
IS,VT,36,undirected
IS,WE,3267,undirected
IS,YM,235,undirected
IT,IV,43,undirected
IT,IZ,581,undirected
IT,JA,2783,undirected
IT,JE,65,undirected
IT,JM,57,undirected
IT,JO,259,undirected
IT,KE,338,undirected
IT,KG,18,undirected
IT,KN,147,undirected
IT,KS,327,undirected
IT,KU,184,undirected
IT,KZ,59,undirected
IT,LE,119,undirected
IT,LG,79,undirected
IT,LH,68,undirected
IT,LI,37,undirected
IT,LO,52,undirected
IT,LS,72,undirected
IT,LU,191,undirected
IT,LY,924,undirected
IT,MC,29,undirected
IT,MD,57,undirected
IT,MJ,77,undirected
IT,MK,98,undirected
IT,ML,53,undirected
IT,MN,93,undirected
IT,MO,267,undirected
IT,MP,18,undirected
IT,MT,135,undirected
IT,MU,47,undirected
IT,MV,47,undirected
IT,MX,702,undirected
IT,MY,226,undirected
IT,NG,75,undirected
IT,NI,1118,undirected
IT,NL,1105,undirected
IT,NO,283,undirected
IT,NP,42,undirected
IT,NU,27,undirected
IT,NZ,544,undirected
IT,OD,23,undirected
IT,OS,614,undirected
IT,PA,60,undirected
IT,PE,141,undirected
IT,PK,344,undirected
IT,PL,727,undirected
IT,PM,312,undirected
IT,PO,648,undirected
IT,QA,187,undirected
IT,RB,93,undirected
IT,RE,47,undirected
IT,RI,105,undirected
IT,RO,629,undirected
IT,RP,396,undirected
