TAX_CHRONICDISEASE,4115
TAX_DISEASE,86181
TAX_ECON,33279
TAX_ETHNICITY,218133
TAX_FNCACT,1093311
TAX_FOODSTAPLES,17659
TAX_MILITARY,47089
TAX_PLANTDISEASE,113
TAX_POLITICAL,44123
TAX_RELIGION,49620
TAX_SPECIAL,1338
TAX_SPECIALDEATH,170
TAX_TERROR,20581
TAX_WEAPONS,26435
TAX_WORLDARACHNIDS,1626
TAX_WORLDBIRDS,4500
TAX_WORLDCRUSTACEANS,1700
TAX_WORLDFISH,17861
TAX_WORLDINSECTS,2303
TAX_WORLDLANGUAGES,150201
TAX_WORLDMAMMALS,71866
TAX_WORLDMYRIAPODA,30
TAX_WORLDREPTILES,3487
TECH_AUTOMATION,709
TECH_BIGDATA,287
TECH_SUPERCOMPUTING,53
TECH_VIRTUALREALITY,504
TERROR,12924
TORTURE,1138
TOURISM,4860
TRAFFIC,4877
TRANSPARENCY,3793
TREASON,435
TRIAL,25245
UNEMPLOYMENT,2686
UNGOVERNED,3
UNGP_AFFORDABLE,1626
UNGP_CLEAN,1489
UNGP_CLIMATE,2697
UNGP_CRIME,16500
UNGP_EDUCATION,1310
UNGP_FORESTS,56846
UNGP_FREEDOM,4084
UNGP_GENDER,1181
UNGP_HEALTHCARE,6676
UNGP_JOB,4502
UNGP_PHONE,235
UNGP_POLITICAL,4529
UNGP_SUPPORT,198
UNGP_TRANSPORTATION,983
UNREST_ACQUIRE,44
UNREST_ASSEMBLY,1
UNREST_BELLIGERENT,5813
UNREST_CHECKPOINT,547
UNREST_CLOSINGBORDER,7
UNREST_CRACKDOWN,1301
UNREST_DAY,106
UNREST_HUMAN,435
UNREST_HUNGERSTRIKE,74
UNREST_MASS,14
UNREST_MOLOTOVCOCKTAIL,34
UNREST_NATIONAL,50
UNREST_POLICEBRUTALITY,104
UNREST_SELF,735
UNREST_STONETHROWING,160
UNREST_STONING,45
UNREST_ULTIMATUM,216
UNSAFE_WORK,322
URBAN,6372
URBAN_SPRAWL,66
USPEC_POLICY1,45162
USPEC_POLITICS,55440
USPEC_UNCERTAINTY1,14656
VANDALIZE,755
VETO,949
VIOLENT_UNREST,735
WATER_SECURITY,3489
WB_1000,470
WB_1001,3
WB_1006,28
WB_1007,1
WB_1009,11
WB_1011,14
WB_1014,17577
WB_1015,32
WB_1016,43
WB_1017,24
WB_1020,126
WB_1021,181
WB_1024,1141
WB_1025,8
WB_1026,1124
WB_1028,16
WB_1029,8
WB_1031,54
WB_1036,1
WB_1038,1
WB_1039,2822
WB_1040,527
WB_1041,836
WB_1042,1221
WB_1043,5
WB_1044,23
WB_1045,1504
WB_1048,76
WB_1049,14
WB_1050,107
WB_1052,26
WB_1053,2
WB_1054,71
WB_1057,60
WB_1058,174
WB_1059,11
WB_1063,8
WB_1064,90
WB_1068,81
WB_1069,13
WB_1070,936
WB_1072,490
WB_1073,138
WB_1074,365
WB_1075,67
WB_1078,2563
WB_1079,1904
WB_1081,362
WB_1083,95
WB_1084,88
WB_1089,21
WB_1096,279
WB_1097,17
WB_1098,267
WB_1100,1173
WB_1102,45
WB_1104,7514
WB_1106,13
WB_1111,16
WB_1112,40
WB_1116,69
WB_1119,65
WB_1121,802
WB_1122,105
WB_1124,53
WB_1125,45
WB_1127,36
WB_1128,9
WB_1130,329
WB_1134,27
WB_1135,96
WB_1136,156
WB_1141,1
WB_1144,17
WB_1145,19
WB_1150,906
WB_1152,1058
WB_1153,1022
WB_1156,152
WB_1157,5
WB_1160,2901
WB_1166,7
WB_1167,228
WB_1168,21
WB_1169,21
WB_1170,783
WB_1173,7
WB_1174,2847
WB_1175,2
WB_1181,19
WB_1182,1
WB_1184,16
WB_1191,1
WB_1192,19
WB_1199,1458
WB_1200,2
WB_1201,108
WB_1202,194
WB_1211,726
WB_1212,5
WB_1215,17
WB_1226,256
WB_1227,1
WB_1228,2
WB_1232,2
WB_1234,2701
WB_1235,2311
WB_1236,425
WB_1237,36
WB_1240,13
WB_1241,12
WB_1243,1
WB_1244,12
WB_1245,307
WB_1247,43
WB_1248,6
WB_1249,75
WB_1252,99
WB_1253,1
WB_1254,112
WB_1255,15
WB_1256,195
WB_1260,3
WB_1262,1
WB_1275,1
WB_1277,79
WB_1278,9
WB_1281,6277
WB_1282,3
WB_1283,349
WB_1284,2
WB_1285,175
WB_1287,1403
WB_1288,19
WB_1291,519
WB_1292,35
WB_1293,24
WB_1299,1
WB_1304,1
WB_1305,1528
WB_1306,23
WB_1307,172
WB_1308,95
WB_1309,23
WB_1315,5
WB_1316,2
WB_1317,30
WB_1324,1300
WB_1327,4
WB_133,38021
WB_1331,10373
WB_134,5023
WB_135,22770
WB_1350,10069
WB_1351,8
WB_1352,16
WB_1353,79
WB_1355,3
WB_1358,423
WB_1361,1
WB_1362,547
WB_137,15067
WB_1376,1
WB_1377,4
WB_138,507
WB_1383,366
WB_1385,154
WB_1386,4
WB_1388,71
WB_139,888
WB_1390,3
WB_1396,45
WB_1397,17
WB_1399,15
WB_140,740
WB_1400,2
WB_1406,15973
WB_141,649
WB_1414,11
WB_1415,1118
WB_1416,16
WB_1419,114
WB_1420,143
WB_1421,76
WB_1422,50
WB_1423,75
WB_1425,16
WB_1427,12282
WB_1428,5311
WB_1429,489
WB_143,11
WB_1430,1298
WB_1431,3274
WB_1432,656
WB_1433,547
WB_1434,979
WB_1435,632
WB_1437,1316
WB_1438,1294
WB_1439,422
WB_144,57
WB_1440,10
WB_1441,986
WB_1442,115
WB_1444,291
WB_1445,282
WB_1447,79
WB_1448,1449
WB_1450,26
WB_1451,35
WB_1452,285
WB_1453,207
WB_1454,113
WB_1455,90
WB_1456,23
WB_1458,7172
WB_1459,516
WB_1461,204
WB_1462,3887
WB_1463,81
WB_1464,1993
WB_1466,5103
WB_1467,11748
WB_1468,23
WB_147,3
WB_1471,3
WB_148,516
WB_1484,11317
WB_149,8
WB_1490,405
WB_1493,79
WB_1496,2
WB_1497,3801
WB_1499,59
WB_150,2
WB_1502,3315
WB_1504,15
WB_151,737
WB_1510,63
WB_1513,165
WB_1514,16
WB_1518,65
WB_152,19
WB_1522,14
WB_1523,197
WB_1525,8
WB_1528,3
WB_1530,63
WB_1531,15
WB_1532,41
WB_1533,6
WB_1534,71
WB_1535,37
WB_154,86
WB_1540,490
WB_1541,155
WB_1546,1
WB_1549,4
WB_155,7
WB_1550,3
WB_1555,4
WB_1556,18
WB_1559,7
WB_156,7
WB_1568,1
WB_1579,2
WB_1580,10
WB_1581,5
WB_1583,3
WB_1585,8
WB_1586,2
WB_1587,19
WB_159,78
WB_1591,1
WB_1592,1
WB_1594,12
WB_1595,1
WB_1597,9
WB_1600,5
WB_1601,1
WB_1602,4
WB_1603,1666
WB_1606,1375
WB_1607,281
WB_1608,1770
WB_1609,2807
WB_161,169
WB_1610,3
WB_1611,5
WB_1612,80
WB_1613,100
WB_1614,754
WB_1615,591
WB_1616,163
WB_1618,1888
WB_1619,8
WB_162,726
WB_1620,1831
WB_1623,66
WB_1624,96
WB_1625,323
WB_1626,2
WB_1627,61
WB_1628,42
WB_1629,1
WB_1630,1
WB_1633,44
WB_1634,44
WB_1636,53
WB_1639,7
WB_164,2307
WB_1641,6
WB_1643,2
WB_1645,1
WB_1646,52
WB_1647,12
WB_1648,51
WB_1649,52
WB_165,2210
WB_1650,989
WB_1651,94
WB_1652,875
WB_1653,24
WB_1654,2712
WB_1655,1
WB_1658,3
WB_1659,1
WB_166,2075
WB_1660,12
WB_1661,7
WB_1663,1
WB_1664,1
WB_1665,5
WB_1668,1774
WB_1669,542
WB_167,3544
WB_1670,505
WB_1671,501
WB_1672,117
WB_1673,1289
WB_1674,224
WB_1675,1025
WB_1676,42
WB_1677,124
WB_1678,97
WB_1679,14
WB_168,4001
WB_1680,13
WB_1683,97
WB_1686,136
WB_1687,4
WB_1688,5
WB_1692,9
WB_1693,3
WB_1697,2
WB_1698,129
WB_1699,7111
WB_170,338
WB_1700,132
WB_1701,15
WB_1702,123
WB_1703,54
WB_1705,228
WB_1707,33
WB_1709,19
WB_171,1
WB_1715,2
WB_1717,13
WB_1720,302
WB_1721,202
WB_1722,37
WB_1723,3
WB_1724,8
WB_1725,5
WB_1726,72
WB_1729,1
WB_1731,1
WB_174,770
WB_1743,460
WB_1745,22
WB_1747,98
WB_1748,13
WB_175,382
WB_1751,197
WB_1753,17
WB_1757,24
WB_1762,2
WB_1764,10
WB_1765,32
WB_1767,58
WB_1768,396
WB_177,1241
WB_1773,97
WB_1774,99
WB_1776,4
WB_1777,2764
WB_1778,1
WB_178,379
WB_1781,2
WB_1782,4
WB_1783,1
WB_1785,54
WB_1786,438
WB_1787,241
WB_1789,42
WB_1790,1
WB_1791,332
WB_1792,116
WB_1793,77
WB_1794,16
WB_1795,1
WB_1796,3
WB_1797,128
WB_1798,69
WB_1799,4
WB_180,536
WB_1800,7
WB_1801,80
WB_1802,3
WB_1803,13487
WB_1804,4477
WB_1805,527
WB_1808,503
WB_1809,3969
WB_1810,105
WB_1812,40
WB_1815,150
WB_1816,7
WB_1817,504
WB_1818,79
WB_1819,1
WB_1823,5
WB_1826,5
WB_1828,1
WB_1829,1576
WB_1831,85
WB_1833,1465
WB_1835,64
WB_1836,1
WB_1838,1
WB_1841,199
WB_1844,72
WB_1845,49
WB_1846,28
WB_1847,31
WB_1851,22
WB_1852,48
WB_1853,7
WB_1854,149
WB_1855,24
WB_1857,404
WB_1859,229
WB_1861,4
WB_1876,1
WB_1877,28
WB_1879,9
WB_1880,7
WB_1882,9
WB_1883,38
WB_1884,2
WB_1888,4
WB_1889,46
WB_1893,172
WB_1894,10
WB_1895,6
WB_1896,604
WB_1897,53
WB_1900,2
WB_1905,3
WB_1907,292
WB_1909,1
WB_191,4
WB_1910,38
WB_1913,7
WB_1917,690
WB_1918,503
WB_192,10
WB_1920,11202
WB_1921,17828
WB_1922,35
WB_1923,10
WB_1927,329
WB_1934,479
WB_1935,3
WB_1937,12
WB_194,13
WB_1944,69
WB_1945,69
WB_1946,3
WB_1948,1106
WB_1949,2166
WB_1950,118
WB_1952,2
WB_1953,2
WB_1955,1
WB_1956,7
WB_1958,1
WB_1959,92
WB_196,4
WB_1960,35
WB_1962,9
WB_1963,4
WB_1965,47
WB_1966,47
WB_1967,5803
WB_1968,48
WB_197,72
WB_1972,4
WB_1973,4851
WB_1976,2
WB_1978,9
WB_1979,4211
WB_1980,19
WB_1981,1
WB_1982,10
WB_1983,134
WB_1984,58
WB_1985,3
WB_1986,3542
WB_1988,27
WB_199,446
WB_1990,2
WB_1992,25
WB_1998,2
WB_200,2
WB_2000,382
WB_2003,529
WB_2004,4
WB_2005,8
WB_2007,1
WB_2008,135
WB_2009,13
WB_2019,2709
WB_2020,2629
WB_2021,84
WB_2023,17
WB_2024,13717
WB_2025,11040
WB_2026,2936
WB_2031,552
WB_2032,3
WB_2035,14
WB_2040,169
WB_2044,5
WB_2046,7
WB_2048,10918
WB_2052,6
WB_2054,162
WB_2055,36
WB_2058,14
WB_2060,19
WB_2061,11
WB_2063,29
WB_2065,2
WB_2066,8
WB_2069,4
WB_2070,221
WB_2071,63
WB_2072,6
WB_2073,52
WB_2074,38
WB_2075,6
WB_2076,601
WB_2079,53
WB_2081,75
WB_2082,2959
WB_2083,54
WB_2084,326
WB_2085,131
WB_2089,1474
WB_2091,13
WB_2093,3
WB_2096,3
WB_2098,355
WB_2100,77
WB_2101,742
WB_2106,66
WB_2107,30
WB_2111,141
WB_2112,32
WB_2113,103
WB_2114,5
WB_2115,2
WB_2117,2
WB_2120,1161
WB_2121,78
WB_2122,19
WB_2123,1
WB_2124,5
WB_2126,20
WB_2127,112
WB_2128,7
WB_2129,282
WB_2131,11081
WB_2132,368
WB_2133,48
WB_2137,85
WB_2138,4
WB_2139,58
WB_2140,56
WB_2141,1559
WB_2142,1731
WB_2144,24
WB_2147,33
WB_2151,158
WB_2156,265
WB_2162,16
WB_2163,4
WB_2165,3299
WB_2166,1985
WB_2167,1985
WB_2168,5
WB_2171,421
WB_2172,30
WB_2179,196
WB_2180,304
WB_2186,104
WB_2187,29
WB_2189,1
WB_2194,493
WB_2196,17
WB_2197,97
WB_2198,61
WB_2199,3
WB_2201,54
WB_2202,7
WB_2203,6724
WB_2204,12
WB_2206,218
WB_2207,217
WB_2212,1
WB_2213,1
WB_2216,1
WB_2267,4
WB_2271,136
WB_2273,377
WB_2277,1
WB_2281,13
WB_2286,120
WB_2287,38
WB_2289,21
WB_2290,203
WB_2291,31
WB_2292,2
WB_2293,2
WB_2295,2
WB_2297,1
WB_2298,613
WB_2299,1830
WB_2300,22
WB_2301,11
WB_2303,316
WB_2304,5
WB_2306,1
WB_2307,1
WB_2316,9
WB_2323,11
WB_2324,10
WB_2329,1231
WB_2335,6
WB_2337,1
WB_2344,1
WB_2345,1
WB_2349,78
WB_2350,3
WB_2358,47
WB_2363,259
WB_2364,3
WB_2366,11
WB_2368,9
WB_2369,35
WB_2370,87
WB_2371,360
WB_2372,873
WB_2375,463
WB_2376,1
WB_2377,4
WB_2378,13
WB_2379,4
WB_2381,120
WB_2382,2
WB_2383,31
WB_2384,44
WB_2386,28
WB_2387,134
WB_2388,1
WB_2389,33
WB_2390,68
WB_2391,33
WB_2393,38
WB_2396,1
WB_2399,621
WB_2401,74
WB_2402,11
WB_2405,3
WB_2407,3
WB_2408,2
WB_2409,7
WB_2410,28
WB_2411,2
WB_2412,19
WB_2416,552
WB_2417,7
WB_2418,172
WB_2420,121
WB_2424,72
WB_2428,49
WB_2429,32
WB_2432,36440
WB_2433,25484
WB_2435,92
WB_2437,9
WB_2440,439
WB_2441,849
WB_2442,125
WB_2443,826
WB_2444,186
WB_2445,5242
WB_2446,454
WB_2447,72
WB_2448,1187
WB_2449,343
WB_2451,2348
WB_2452,1400
WB_2453,7413
WB_2454,41
WB_2455,12
WB_2456,6566
WB_2457,62
WB_2458,711
WB_2459,8
WB_2462,8327
WB_2463,1
WB_2464,712
WB_2465,1868
WB_2466,9
WB_2467,2602
WB_2468,2027
WB_2469,46
WB_2470,12760
WB_2471,4199
WB_2473,3325
WB_2474,140
WB_2477,5
WB_2478,611
WB_2480,684
WB_2481,25
WB_2482,787
WB_2488,656
WB_2489,5
WB_2490,8428
WB_2491,209
WB_2492,643
WB_2494,10
WB_2495,6378
WB_2497,8
WB_2499,1
WB_2501,6
WB_2502,1
WB_2503,73
WB_2505,44
WB_2506,14
WB_2507,3124
WB_2508,80
WB_2509,589
WB_2510,458
WB_2511,974
WB_2512,1143
WB_2513,266
WB_2514,57
WB_2515,2
WB_2516,52
WB_2519,856
WB_2520,78
WB_2521,2
WB_2525,4
WB_2526,17
WB_2530,7056
WB_2531,6884
WB_2532,4
WB_2548,19
WB_2552,61
WB_2559,12
WB_2561,2
WB_2563,45
WB_2564,2
WB_2566,13
WB_2572,2
WB_2575,487
WB_2576,76
WB_2577,7
WB_2578,21
WB_2579,3
WB_2581,189
WB_2583,5
WB_2586,26
WB_2587,1
WB_2595,71
WB_2598,28
WB_2599,25
WB_2600,18
WB_2601,948
WB_2607,23
WB_2608,18
WB_2609,5
WB_2612,25
WB_2615,13
WB_2626,1
WB_2628,1
WB_2632,1
WB_2638,3
WB_2639,4
WB_2640,4
WB_2645,3
WB_2648,41
WB_2651,32
WB_2653,32
WB_2656,4
WB_2657,82
WB_2658,4
WB_2661,45
WB_2662,37
WB_2663,415
WB_2665,553
WB_2666,240
WB_2667,237
WB_2668,206
WB_2669,91
WB_2670,24968
WB_2671,58
WB_2673,30
WB_2674,30
WB_2679,14
WB_2683,28
WB_2686,28
WB_2689,9269
WB_2690,4287
WB_2691,1
WB_2692,7
WB_2693,6
WB_2694,5
WB_2696,2
WB_2698,10
WB_2700,8
WB_2701,57
WB_2702,28
WB_2703,3
WB_2704,2368
WB_2706,1
WB_2717,5
WB_2724,5
WB_2725,426
WB_2726,2
WB_2727,20
WB_2728,24
WB_2729,188
WB_2730,15
WB_2731,1
WB_2732,111
WB_2733,59
WB_2734,1
WB_2735,12
WB_2736,522
WB_2737,139
WB_2738,248
WB_2740,1
WB_2741,1
WB_2742,3
WB_2743,17
WB_2744,112
WB_2745,5216
WB_2746,11
WB_2747,1881
WB_2748,3668
WB_2749,9
WB_2750,124
WB_2751,3
WB_2753,2
WB_2755,1
WB_2756,37
WB_2760,142
WB_2761,23
WB_2763,84
WB_2765,4
WB_2767,1
WB_2769,5936
WB_2773,12
WB_2777,7
WB_2780,1
WB_2786,5
WB_2788,361
WB_2789,69
WB_279,82
WB_2794,54
WB_2796,4
WB_2798,32
WB_2799,1
WB_2802,294
WB_2804,2
WB_2806,1
WB_2807,2
WB_2808,5
WB_281,121
WB_2811,162
WB_2812,1
WB_2813,2
WB_2815,611
WB_2817,331
WB_2819,1
WB_282,81
WB_2822,40
WB_2823,286
WB_2824,259
WB_2825,3
WB_2836,4432
WB_2837,2858
WB_2838,1
WB_2840,1606
WB_2841,11
WB_2843,71
WB_2844,73
WB_2845,23
WB_2847,61
WB_2848,6
WB_2849,4
WB_286,2843
WB_2861,2
WB_2862,2
WB_288,728
WB_2884,114
WB_2885,20
WB_2889,88
WB_289,3
WB_2890,88
WB_2895,37
WB_2896,1988
WB_2898,31
WB_2899,1
WB_290,725
WB_2901,85
WB_291,64
WB_2914,336
WB_2915,7
WB_2916,78
WB_2921,2
WB_2922,1
WB_2925,34
WB_2926,19
WB_2931,1497
WB_2933,167
WB_2934,682
WB_2935,242
WB_2936,3684
WB_2937,1854
WB_2938,33
WB_2939,6
WB_2940,15
WB_2941,3
WB_2943,1403
WB_2944,1247
WB_2945,1750
WB_2946,175
WB_2947,407
WB_295,4
WB_2950,2
WB_2957,38
